stop_id,stop_name,address,latitude,longitude,site_name
276,תחנת רכבת,2688 Hauk Alley,18.4395252,-73.0862735,נצרת אתר מורשת האופק העתיק
277,תחנת רכבת,69 Vera Drive,32.770894,119.745363,אשדוד פארק החורש הקהילתי
278,תחנת קניון,88058 Little Fleur Hill,34.158997,108.906994,נתניה טיילת האופק החופי
279,תחנה מרכזית,14662 Dunning Plaza,24.848984,116.604574,אילת חוף הזהב הדרומי
280,תחנת פארק,692 Pennsylvania Road,38.058088,117.230602,עכו טיילת הנמל החופי
281,תחנת רכבת,02418 Carberry Point,31.3052222,30.2992358,אילת חוף הזהב הדרומי
282,תחנה מרכזית,0 Coolidge Point,30.940195,118.75868,אשדוד פארק החורש הקהילתי
283,תחנת קניון,94 Sunbrook Street,5.9840985,116.0761121,נצרת אתר מורשת האופק העתיק
284,תחנה מרכזית,0 3rd Circle,48.8809869,2.2760839,אשדוד פארק החורש הקהילתי
285,תחנת פארק,65894 Porter Crossing,53.3347733,-6.2427004,עכו טיילת הנמל החופי
286,תחנת פארק,1 Cambridge Court,57.9679793,31.6515246,נתניה טיילת האופק החופי
287,תחנת קניון,0 Springs Street,0.3475964,32.5825197,צפת מרכז תרבות הפסגה העירוני
288,תחנת פארק,63 Mallory Street,-20.3483832,-41.6385979,תל אביב פארק הגליל המרכזי
289,תחנה מרכזית,83833 Fairview Center,47.2174874,-1.5419505,עכו טיילת הנמל החופי
290,תחנת קניון,3 Kenwood Alley,21.857958,111.982232,נצרת אתר מורשת האופק העתיק
291,תחנת רכבת,2546 Bonner Street,55.6646665,12.5436481,נתניה טיילת האופק החופי
292,תחנת פארק,99808 Cody Lane,43.3497076,26.626104,טבריה גן לאומי המעיין הירוק
293,תחנת חוף,790 Redwing Court,41.4633308,21.0495247,נתניה טיילת האופק החופי
294,תחנת קניון,482 Butternut Park,32.601214,119.17604,עכו טיילת הנמל החופי
295,תחנת רכבת,7 Garrison Street,56.8338605,28.2918137,ירושלים מוזיאון השלום העתיק
296,תחנת קניון,56102 Arizona Circle,40.974829,115.279249,תל אביב פארק הגליל המרכזי
297,תחנת קניון,521 Talisman Avenue,49.5767154,18.7645942,צפת מרכז תרבות הפסגה העירוני
298,תחנה מרכזית,63086 Elgar Point,40.666059,109.873117,חיפה חוף הכרמל הירוק
299,תחנת רכבת,97 Coolidge Alley,43.4426097,-80.5443489,תל אביב פארק הגליל המרכזי
300,תחנת פארק,7623 Claremont Road,44.8178615,-0.2498116,ירושלים מוזיאון השלום העתיק
301,תחנה מרכזית,58 Prentice Center,49.9120778,13.9774742,חיפה חוף הכרמל הירוק
302,תחנת רכבת,6433 Lawn Pass,13.8038957,100.647812,צפת מרכז תרבות הפסגה העירוני
303,תחנת חוף,83 Judy Pass,-21.2484875,-45.0013747,עכו טיילת הנמל החופי
304,תחנת חוף,89 Melvin Circle,-6.4185424,106.8502879,אשדוד פארק החורש הקהילתי
305,תחנת פארק,41 Mosinee Place,35.3017596,139.8470483,עכו טיילת הנמל החופי
306,תחנת קניון,6329 Sachtjen Place,28.353912,112.833836,עכו טיילת הנמל החופי
307,תחנת פארק,9 Comanche Street,3.991663,-73.766129,ירושלים מוזיאון השלום העתיק
308,תחנת רכבת,0 Hayes Plaza,40.4930573,23.6502521,נצרת אתר מורשת האופק העתיק
309,תחנת רכבת,46 Main Alley,37.083896,55.1706992,אשדוד פארק החורש הקהילתי
310,תחנת פארק,3 Forest Avenue,41.276688,80.238959,ירושלים מוזיאון השלום העתיק
311,תחנת חוף,3 Menomonie Court,-34.4584447,-58.5845016,נתניה טיילת האופק החופי
312,תחנת רכבת,048 Autumn Leaf Crossing,-8.091221,111.9641728,נתניה טיילת האופק החופי
313,תחנת חוף,200 Vermont Circle,16.9672048,42.8285605,טבריה גן לאומי המעיין הירוק
314,תחנת רכבת,32294 Westridge Alley,45.41675,-71.6324,עכו טיילת הנמל החופי
315,תחנת רכבת,063 Sunbrook Avenue,-0.6004131,100.6534443,אשדוד פארק החורש הקהילתי
316,תחנת חוף,0475 Lillian Point,48.679041,5.8805771,אילת חוף הזהב הדרומי
317,תחנת רכבת,64 Superior Way,47.520508,87.750232,נצרת אתר מורשת האופק העתיק
318,תחנת חוף,41 Messerschmidt Drive,-8.7261,116.4644,נצרת אתר מורשת האופק העתיק
319,תחנת רכבת,741 Kipling Drive,37.9773385,140.1850334,עכו טיילת הנמל החופי
320,תחנת רכבת,6 John Wall Pass,-6.8390238,108.059866,צפת מרכז תרבות הפסגה העירוני
321,תחנת חוף,5 Sommers Street,52.2060223,23.083666,אשדוד פארק החורש הקהילתי
322,תחנת קניון,92323 Miller Terrace,-14.658228,49.6452092,תל אביב פארק הגליל המרכזי
323,תחנה מרכזית,12496 Canary Court,-23.2248099,-47.4882762,טבריה גן לאומי המעיין הירוק
324,תחנת קניון,387 Waywood Lane,-22.5514872,27.1147095,חיפה חוף הכרמל הירוק
325,תחנת קניון,8797 Goodland Trail,26.486589,111.909579,אילת חוף הזהב הדרומי
326,תחנה מרכזית,86159 Paget Way,54.8986278,61.3521146,טבריה גן לאומי המעיין הירוק
327,תחנת פארק,6 Roxbury Terrace,-8.44477,115.2413041,ירושלים מוזיאון השלום העתיק
328,תחנה מרכזית,448 Clemons Alley,-4.5456848,18.5997498,ירושלים מוזיאון השלום העתיק
329,תחנת רכבת,43 Cherokee Street,14.565396,120.999932,עכו טיילת הנמל החופי
330,תחנת פארק,70222 Mockingbird Court,24.9936281,121.3009798,עכו טיילת הנמל החופי
331,תחנת חוף,57 Bartillon Plaza,35.7,10.8,חיפה חוף הכרמל הירוק
332,תחנת רכבת,543 Meadow Valley Court,11.0978809,-2.0959429,טבריה גן לאומי המעיין הירוק
333,תחנה מרכזית,9431 Hollow Ridge Street,50.367737,21.275513,תל אביב פארק הגליל המרכזי
334,תחנת קניון,825 Packers Terrace,51.8677116,16.4856013,אשדוד פארק החורש הקהילתי
335,תחנת חוף,8118 Armistice Lane,39.4113773,-8.803326,נצרת אתר מורשת האופק העתיק
336,תחנת קניון,97 Express Park,45.9075,6.1072,נצרת אתר מורשת האופק העתיק
337,תחנת חוף,8756 Eastwood Drive,58.8781209,14.9037055,טבריה גן לאומי המעיין הירוק
338,תחנה מרכזית,188 Holmberg Junction,53.42049,16.81504,ירושלים מוזיאון השלום העתיק
339,תחנת פארק,25417 Bowman Park,12.1224221,-68.8824233,נתניה טיילת האופק החופי
340,תחנת פארק,625 Rusk Circle,36.1180248,137.9533657,ירושלים מוזיאון השלום העתיק
341,תחנת קניון,1659 Schlimgen Place,30.741991,121.341969,תל אביב פארק הגליל המרכזי
342,תחנת פארק,845 Nelson Alley,61.2427595,16.5504575,עכו טיילת הנמל החופי
343,תחנה מרכזית,93346 Sloan Hill,46.3636288,32.9355243,ירושלים מוזיאון השלום העתיק
344,תחנה מרכזית,1 Meadow Ridge Crossing,34.68664,-6.00272,צפת מרכז תרבות הפסגה העירוני
345,תחנת רכבת,2 Hoepker Way,37.452068,110.739673,צפת מרכז תרבות הפסגה העירוני
346,תחנת רכבת,0 American Center,59.79769,30.5550816,נתניה טיילת האופק החופי
347,תחנת חוף,05 4th Center,-22.5077597,-44.0947303,נתניה טיילת האופק החופי
348,תחנה מרכזית,1 Delladonna Way,14.8108901,-86.5425921,נצרת אתר מורשת האופק העתיק
349,תחנת רכבת,0 Carey Terrace,21.8528313,104.0836104,ירושלים מוזיאון השלום העתיק
350,תחנת קניון,80846 Eastlawn Circle,11.3802442,105.5005483,טבריה גן לאומי המעיין הירוק
351,תחנה מרכזית,7633 Lakeland Trail,53.4539951,26.4698363,ירושלים מוזיאון השלום העתיק
352,תחנת חוף,955 Clyde Gallagher Place,13.4960361,-88.5299428,חיפה חוף הכרמל הירוק
353,תחנת קניון,23 Vernon Junction,38.416663,112.734174,עכו טיילת הנמל החופי
354,תחנת פארק,6043 Linden Place,51.84861,41.46056,ירושלים מוזיאון השלום העתיק
355,תחנה מרכזית,4486 Center Park,45.521519,3.5276642,תל אביב פארק הגליל המרכזי
356,תחנת קניון,805 Butterfield Parkway,47.545979,19.0375319,אשדוד פארק החורש הקהילתי
357,תחנת חוף,5 Londonderry Junction,28.0105138,120.661569,צפת מרכז תרבות הפסגה העירוני
358,תחנת רכבת,70889 School Avenue,-6.1341119,107.1839024,צפת מרכז תרבות הפסגה העירוני
359,תחנת פארק,08695 Ohio Alley,32.9287227,132.7122629,אשדוד פארק החורש הקהילתי
360,תחנת רכבת,6888 Melvin Parkway,39.6532428,-8.8604748,נצרת אתר מורשת האופק העתיק
361,תחנת קניון,63 Crescent Oaks Crossing,-10.1904527,123.6007574,ירושלים מוזיאון השלום העתיק
362,תחנת רכבת,2783 Starling Drive,43.7441795,2.511999,חיפה חוף הכרמל הירוק
363,תחנת רכבת,0 Merrick Parkway,13.9051904,-89.5002027,נתניה טיילת האופק החופי
364,תחנת פארק,4 Stone Corner Plaza,29.932442,114.36947,אילת חוף הזהב הדרומי
365,תחנת רכבת,4 Kensington Crossing,-26.4527477,31.0421102,ירושלים מוזיאון השלום העתיק
366,תחנה מרכזית,328 Mandrake Terrace,50.2914556,15.4772549,עכו טיילת הנמל החופי
367,תחנת חוף,50 Esker Parkway,23.9563274,113.1916737,אילת חוף הזהב הדרומי
368,תחנת חוף,98 Duke Court,-22.7437126,-47.3339535,חיפה חוף הכרמל הירוק
369,תחנת חוף,88 Sloan Street,55.6689972,12.5409879,נתניה טיילת האופק החופי
370,תחנת פארק,85 Buell Street,-6.8980327,106.8945456,נצרת אתר מורשת האופק העתיק
371,תחנת קניון,17 Iowa Junction,63.4258542,48.67174,נתניה טיילת האופק החופי
372,תחנת פארק,906 Basil Street,37.8457328,139.2342041,צפת מרכז תרבות הפסגה העירוני
373,תחנת חוף,833 Spaight Junction,-6.9870354,107.7547383,נצרת אתר מורשת האופק העתיק
374,תחנת פארק,444 Spaight Point,30.9457638,121.4371451,ירושלים מוזיאון השלום העתיק
375,תחנה מרכזית,89 Birchwood Center,35.89333,14.39889,ירושלים מוזיאון השלום העתיק
376,תחנת רכבת,30 Comanche Alley,32.4545928,-93.7079745,טבריה גן לאומי המעיין הירוק
377,תחנת פארק,9 Ruskin Lane,41.1733305,-8.3619748,עכו טיילת הנמל החופי
378,תחנת רכבת,8393 Upham Plaza,29.885144,107.401279,תל אביב פארק הגליל המרכזי
379,תחנת פארק,9296 Springs Road,27.0449005,84.8672171,טבריה גן לאומי המעיין הירוק
380,תחנת קניון,789 Golf View Avenue,14.0707852,120.7601581,נצרת אתר מורשת האופק העתיק
381,תחנת רכבת,16 Nova Street,49.8905368,2.3081396,נצרת אתר מורשת האופק העתיק
382,תחנה מרכזית,52169 Miller Terrace,51.6522585,17.1688525,צפת מרכז תרבות הפסגה העירוני
383,תחנת קניון,3 Canary Point,-8.132709,-78.0552079,אשדוד פארק החורש הקהילתי
384,תחנה מרכזית,68046 Donald Plaza,59.843765,10.7798142,טבריה גן לאומי המעיין הירוק
385,תחנת פארק,8282 Russell Avenue,50.2839339,57.166978,נתניה טיילת האופק החופי
386,תחנה מרכזית,15 2nd Crossing,40.611078,-8.5375389,תל אביב פארק הגליל המרכזי
387,תחנת קניון,49 Butternut Way,53.4077753,21.9326485,אילת חוף הזהב הדרומי
388,תחנת קניון,870 Golf Course Place,50.9076315,128.4136847,טבריה גן לאומי המעיין הירוק
389,תחנת פארק,8 Rusk Street,14.5919106,121.0228804,אילת חוף הזהב הדרומי
390,תחנת רכבת,29405 Sage Pass,62.390811,17.306927,נצרת אתר מורשת האופק העתיק
391,תחנת חוף,94289 Clove Junction,32.121962,120.337007,צפת מרכז תרבות הפסגה העירוני
392,תחנה מרכזית,4643 Rutledge Alley,49.7055805,18.2243639,נצרת אתר מורשת האופק העתיק
393,תחנת פארק,5370 Clemons Avenue,15.42495,120.77476,אילת חוף הזהב הדרומי
394,תחנת חוף,574 Clarendon Center,0.9400761,30.8125638,נצרת אתר מורשת האופק העתיק
395,תחנה מרכזית,5900 Glendale Center,16.7275474,103.7358277,חיפה חוף הכרמל הירוק
396,תחנה מרכזית,25 6th Hill,39.927987,116.337624,חיפה חוף הכרמל הירוק
397,תחנת פארק,78 Lawn Drive,38.7908786,-9.1194989,תל אביב פארק הגליל המרכזי
398,תחנת רכבת,21036 Summer Ridge Terrace,46.208449,106.7088124,נצרת אתר מורשת האופק העתיק
399,תחנה מרכזית,66 Alpine Park,46.4979131,15.6702113,אילת חוף הזהב הדרומי
400,תחנה מרכזית,83 Shasta Avenue,45.7867643,3.1602637,אילת חוף הזהב הדרומי
401,תחנת קניון,871 Reindahl Crossing,-8.2295368,-35.4672368,עכו טיילת הנמל החופי
402,תחנת פארק,128 Hayes Alley,61.0816055,46.4952164,צפת מרכז תרבות הפסגה העירוני
403,תחנת פארק,0558 Westport Terrace,21.0877573,105.6603149,תל אביב פארק הגליל המרכזי
404,תחנת חוף,6 Milwaukee Crossing,18.467605,-69.911527,ירושלים מוזיאון השלום העתיק
405,תחנת פארק,81 Dahle Street,9.9004655,13.0544185,נתניה טיילת האופק החופי
406,תחנת רכבת,6 Green Trail,55.7727774,13.0021225,אילת חוף הזהב הדרומי
407,תחנה מרכזית,5391 Village Green Point,60.0557978,24.4154907,אשדוד פארק החורש הקהילתי
408,תחנת חוף,47456 Johnson Alley,57.7194979,11.9142911,תל אביב פארק הגליל המרכזי
409,תחנה מרכזית,03 Schlimgen Plaza,39.7446895,-104.9933772,ירושלים מוזיאון השלום העתיק
410,תחנת רכבת,3 Morrow Point,49.1835908,24.7462961,תל אביב פארק הגליל המרכזי
411,תחנת רכבת,93 Fuller Lane,13.9534752,101.7196704,עכו טיילת הנמל החופי
412,תחנה מרכזית,8423 Golf Course Road,49.51688,-96.50029,טבריה גן לאומי המעיין הירוק
413,תחנת פארק,8 Dahle Park,63.1454739,22.7948195,נתניה טיילת האופק החופי
414,תחנת חוף,9 Mcguire Street,-24.7289094,-53.7365827,אילת חוף הזהב הדרומי
415,תחנת פארק,4843 Westport Alley,14.52309,-90.764589,נתניה טיילת האופק החופי
416,תחנת פארק,94 Derek Avenue,45.6001616,17.8741663,טבריה גן לאומי המעיין הירוק
417,תחנה מרכזית,4 Nelson Terrace,48.9787664,16.1411813,תל אביב פארק הגליל המרכזי
418,תחנת חוף,18263 Kedzie Drive,41.0283584,-8.2065127,נתניה טיילת האופק החופי
419,תחנת קניון,753 Manitowish Center,0.7193581,32.531617,אשדוד פארק החורש הקהילתי
420,תחנת קניון,0997 Grover Center,45.3095043,-74.0590779,צפת מרכז תרבות הפסגה העירוני
421,תחנת חוף,42626 Boyd Junction,31.09656,121.507445,ירושלים מוזיאון השלום העתיק
422,תחנת פארק,8 Roth Center,-1.959951,32.929501,חיפה חוף הכרמל הירוק
423,תחנת קניון,843 Bunting Parkway,45.3913779,40.1763516,טבריה גן לאומי המעיין הירוק
424,תחנת פארק,8907 Glendale Point,44.4868448,43.9408057,נתניה טיילת האופק החופי
425,תחנת חוף,8233 Transport Road,39.663147,116.669972,צפת מרכז תרבות הפסגה העירוני
426,תחנה מרכזית,8528 Little Fleur Plaza,47.2195152,-1.5651373,נצרת אתר מורשת האופק העתיק
427,תחנה מרכזית,08886 Ryan Street,23.364295,116.700277,טבריה גן לאומי המעיין הירוק
428,תחנת רכבת,52296 Holmberg Alley,39.7825,116.3877778,ירושלים מוזיאון השלום העתיק
429,תחנת רכבת,757 Carey Alley,7.8806888,-67.4695307,עכו טיילת הנמל החופי
430,תחנת רכבת,0389 Main Point,38.995854,117.688815,חיפה חוף הכרמל הירוק
431,תחנת רכבת,5329 Maywood Crossing,20.011946,110.201664,עכו טיילת הנמל החופי
432,תחנת חוף,25 Sachtjen Terrace,12.734087,-86.1217424,חיפה חוף הכרמל הירוק
433,תחנת קניון,9963 Lyons Plaza,45.6728599,18.984314,אילת חוף הזהב הדרומי
434,תחנת רכבת,795 Hansons Court,49.0701119,16.4649242,צפת מרכז תרבות הפסגה העירוני
435,תחנת רכבת,74016 2nd Parkway,16.7184323,121.97007,עכו טיילת הנמל החופי
436,תחנה מרכזית,5 Anthes Road,37.399373,110.691139,חיפה חוף הכרמל הירוק
437,תחנה מרכזית,51 Vera Parkway,8.0030266,124.3465661,נצרת אתר מורשת האופק העתיק
438,תחנת חוף,12646 Ilene Circle,30.798775,121.33638,תל אביב פארק הגליל המרכזי
439,תחנת קניון,1 Brentwood Plaza,51.8113447,-8.3929404,חיפה חוף הכרמל הירוק
440,תחנה מרכזית,0569 Sullivan Parkway,-7.2299572,-39.4122984,נצרת אתר מורשת האופק העתיק
441,תחנת קניון,50575 Elka Hill,34.2565473,135.4765527,נצרת אתר מורשת האופק העתיק
442,תחנת רכבת,7 Maple Wood Drive,42.0938285,-8.2570282,תל אביב פארק הגליל המרכזי
443,תחנת חוף,48 Armistice Hill,-8.2383,123.7896,צפת מרכז תרבות הפסגה העירוני
444,תחנת רכבת,61 Dennis Alley,30.5383808,72.7017794,עכו טיילת הנמל החופי
445,תחנת רכבת,9878 Pennsylvania Drive,34.9363523,-2.7431421,אילת חוף הזהב הדרומי
446,תחנת חוף,76 Marquette Crossing,41.6690275,48.3784919,אשדוד פארק החורש הקהילתי
447,תחנה מרכזית,4 Brickson Park Terrace,54.7556556,38.8869951,חיפה חוף הכרמל הירוק
448,תחנת קניון,9 Fallview Hill,33.45,-112.08,אשדוד פארק החורש הקהילתי
449,תחנת פארק,51 Hovde Circle,-7.0465148,108.4602464,נתניה טיילת האופק החופי
450,תחנת קניון,787 Dennis Plaza,41.0914367,21.3367578,אילת חוף הזהב הדרומי
451,תחנת חוף,157 Old Gate Court,30.3776024,-81.5870604,נתניה טיילת האופק החופי
452,תחנה מרכזית,95152 Holmberg Trail,40.2748289,-3.7968574,אילת חוף הזהב הדרומי
453,תחנת חוף,53420 Red Cloud Plaza,-6.080007,140.276147,אשדוד פארק החורש הקהילתי
454,תחנת רכבת,57 Hollow Ridge Court,30.798775,121.33638,תל אביב פארק הגליל המרכזי
455,תחנת רכבת,495 Farmco Street,-3.3072032,-39.3621196,אילת חוף הזהב הדרומי
456,תחנת קניון,39 Blue Bill Park Junction,47.660528,33.7205403,נצרת אתר מורשת האופק העתיק
457,תחנת רכבת,615 South Drive,-38.9468031,-68.0694251,חיפה חוף הכרמל הירוק
458,תחנה מרכזית,07 Red Cloud Junction,42.0912106,19.089904,נתניה טיילת האופק החופי
459,תחנת רכבת,6864 Memorial Crossing,56.1073342,69.6003357,צפת מרכז תרבות הפסגה העירוני
460,תחנה מרכזית,52 Meadow Vale Plaza,34.8422936,36.7307641,צפת מרכז תרבות הפסגה העירוני
461,תחנת רכבת,9 8th Way,14.90806,49.94778,טבריה גן לאומי המעיין הירוק
462,תחנת חוף,90 Westend Plaza,54.7669,-111.96861,עכו טיילת הנמל החופי
463,תחנת פארק,46 Arkansas Place,-1.4577245,36.9785033,עכו טיילת הנמל החופי
464,תחנת רכבת,12842 Lunder Drive,11.366667,7.633333,אילת חוף הזהב הדרומי
465,תחנת רכבת,9287 Killdeer Plaza,36.04337,14.240092,תל אביב פארק הגליל המרכזי
466,תחנת רכבת,7575 Amoth Drive,8.4297819,-82.8317486,טבריה גן לאומי המעיין הירוק
467,תחנת רכבת,1438 Mcguire Hill,36.331344,117.268835,נצרת אתר מורשת האופק העתיק
468,תחנת פארק,8027 Sunfield Pass,59.4248225,56.6216121,נצרת אתר מורשת האופק העתיק
469,תחנת חוף,690 Kensington Park,30.368126,102.814531,טבריה גן לאומי המעיין הירוק
470,תחנת רכבת,6861 Amoth Terrace,22.529403,103.93935,עכו טיילת הנמל החופי
471,תחנת פארק,48507 Wayridge Drive,42.0269548,-8.4748384,נתניה טיילת האופק החופי
472,תחנת רכבת,18745 Meadow Vale Hill,23.961903,106.762807,ירושלים מוזיאון השלום העתיק
473,תחנה מרכזית,52 Shopko Drive,45.9028599,3.95435,נצרת אתר מורשת האופק העתיק
474,תחנת רכבת,7 Utah Court,48.9875598,2.2971584,תל אביב פארק הגליל המרכזי
475,תחנת רכבת,22701 Sullivan Street,27.165172,110.870803,צפת מרכז תרבות הפסגה העירוני
476,תחנה מרכזית,1006 Norway Maple Parkway,60.8936893,24.2869324,אילת חוף הזהב הדרומי
477,תחנת קניון,0571 Del Mar Crossing,48.892701,2.233089,חיפה חוף הכרמל הירוק
478,תחנת רכבת,6 Hermina Park,46.8700877,43.0650548,תל אביב פארק הגליל המרכזי
479,תחנה מרכזית,0109 Calypso Court,53.8882122,26.7405466,אשדוד פארק החורש הקהילתי
480,תחנת חוף,42 Eastlawn Point,52.423387,20.9739484,ירושלים מוזיאון השלום העתיק
481,תחנת פארק,95 Del Mar Road,57.6581105,11.9042745,אילת חוף הזהב הדרומי
482,תחנת פארק,3 Mosinee Pass,29.4099289,120.1289162,עכו טיילת הנמל החופי
483,תחנה מרכזית,4 Mayfield Junction,-7.3507573,108.205132,נתניה טיילת האופק החופי
484,תחנת פארק,2205 Bunting Alley,-3.9318403,114.9754175,צפת מרכז תרבות הפסגה העירוני
485,תחנת חוף,3515 Schiller Place,57.8857887,12.3260421,אשדוד פארק החורש הקהילתי
486,תחנת רכבת,20 Londonderry Park,43.42993,83.26077,אשדוד פארק החורש הקהילתי
487,תחנת קניון,507 Leroy Parkway,19.421145,-99.1283211,נתניה טיילת האופק החופי
488,תחנת חוף,82 Novick Pass,31.385597,120.980736,אשדוד פארק החורש הקהילתי
489,תחנת קניון,948 Upham Street,-21.0277616,-47.7772049,אשדוד פארק החורש הקהילתי
490,תחנת רכבת,4 Clyde Gallagher Alley,48.9371252,14.6292015,נתניה טיילת האופק החופי
491,תחנת קניון,76236 Gina Lane,46.7713478,3.8379578,אשדוד פארק החורש הקהילתי
492,תחנת חוף,387 7th Park,33.1556108,-7.3860994,אשדוד פארק החורש הקהילתי
493,תחנה מרכזית,306 Swallow Lane,37.8016324,48.907262,עכו טיילת הנמל החופי
494,תחנת קניון,20 Tony Point,-6.7014461,110.8910556,טבריה גן לאומי המעיין הירוק
495,תחנה מרכזית,3195 Katie Place,54.8,24.45,אילת חוף הזהב הדרומי
496,תחנה מרכזית,7 Russell Center,29.50393,117.976899,נתניה טיילת האופק החופי
497,תחנת רכבת,44012 Redwing Place,19.421145,-99.1283211,צפת מרכז תרבות הפסגה העירוני
498,תחנת קניון,923 Paget Street,45.8010928,15.7110481,נתניה טיילת האופק החופי
499,תחנת רכבת,53 Sutherland Alley,36.6914464,24.3935655,צפת מרכז תרבות הפסגה העירוני
500,תחנת קניון,532 Hauk Pass,39.989944,116.179599,צפת מרכז תרבות הפסגה העירוני
501,תחנת קניון,19211 Loomis Hill,43.6347968,23.3663219,אשדוד פארק החורש הקהילתי
502,תחנת רכבת,3 Shasta Point,39.3395415,21.8407341,אילת חוף הזהב הדרומי
503,תחנת חוף,642 Darwin Way,36.675439,140.6715934,אשדוד פארק החורש הקהילתי
504,תחנת פארק,90 Clyde Gallagher Circle,-8.5324245,120.7982029,תל אביב פארק הגליל המרכזי
505,תחנה מרכזית,676 Prairieview Drive,5.8066339,8.0765288,נתניה טיילת האופק החופי
506,תחנת רכבת,10 Debra Junction,14.6875764,120.9777157,תל אביב פארק הגליל המרכזי
507,תחנת חוף,97218 Manley Drive,50.0751139,19.7530653,עכו טיילת הנמל החופי
508,תחנה מרכזית,8243 Mitchell Street,-1.3938636,36.7442377,טבריה גן לאומי המעיין הירוק
509,תחנת פארק,5 Birchwood Avenue,-11.9796093,-77.0698281,נתניה טיילת האופק החופי
510,תחנה מרכזית,7 Novick Point,48.1283188,11.544489,אשדוד פארק החורש הקהילתי
511,תחנת פארק,60 Londonderry Parkway,42.71068,26.9786398,אילת חוף הזהב הדרומי
512,תחנת פארק,53033 Dennis Hill,49.4660029,1.0736574,אילת חוף הזהב הדרומי
513,תחנת פארק,26 Glendale Plaza,3.5053306,98.6783333,טבריה גן לאומי המעיין הירוק
514,תחנת חוף,17575 Monument Drive,-40.864985,172.89648,ירושלים מוזיאון השלום העתיק
515,תחנה מרכזית,05592 Fulton Avenue,-21.2915055,-50.3436312,טבריה גן לאומי המעיין הירוק
516,תחנת חוף,07 Jackson Parkway,60.2401663,23.717724,חיפה חוף הכרמל הירוק
517,תחנת קניון,5 Dorton Avenue,41.1575986,21.3571429,ירושלים מוזיאון השלום העתיק
518,תחנה מרכזית,0651 Blackbird Point,7.01806,124.18056,אשדוד פארק החורש הקהילתי
519,תחנת פארק,6148 Raven Plaza,41.9100239,20.9108471,צפת מרכז תרבות הפסגה העירוני
520,תחנת פארק,23993 Del Sol Crossing,-18.0197815,31.067907,נצרת אתר מורשת האופק העתיק
521,תחנת חוף,46 Northport Lane,40.3727775,-7.8600447,אשדוד פארק החורש הקהילתי
522,תחנת חוף,14 Magdeline Alley,17.6469953,95.4515725,אילת חוף הזהב הדרומי
523,תחנה מרכזית,39898 Redwing Way,-24.5415767,-56.8198691,אשדוד פארק החורש הקהילתי
524,תחנת חוף,7191 Hintze Trail,27.347756,118.449526,חיפה חוף הכרמל הירוק
525,תחנת קניון,80 Stone Corner Way,50.4305778,18.1872242,נתניה טיילת האופק החופי
526,תחנת רכבת,3027 Superior Trail,62.2666019,27.1252002,ירושלים מוזיאון השלום העתיק
527,תחנה מרכזית,481 Sugar Trail,-33.93274,151.188577,ירושלים מוזיאון השלום העתיק
528,תחנת פארק,67719 Arkansas Parkway,22.9171031,57.536292,חיפה חוף הכרמל הירוק
529,תחנה מרכזית,29 Barnett Center,21.4692055,101.799742,אילת חוף הזהב הדרומי
530,תחנת פארק,4293 Nelson Parkway,7.1809842,7.9797219,נתניה טיילת האופק החופי
531,תחנת פארק,82 Lunder Lane,39.907771,116.447949,חיפה חוף הכרמל הירוק
532,תחנה מרכזית,8182 Eggendart Point,15.9275907,120.4355906,עכו טיילת הנמל החופי
533,תחנת פארק,6663 Truax Avenue,32.8449406,36.2251116,נתניה טיילת האופק החופי
534,תחנת רכבת,98445 Warrior Lane,-22.1755019,-46.805914,עכו טיילת הנמל החופי
535,תחנה מרכזית,8975 Raven Court,29.985295,122.207215,נתניה טיילת האופק החופי
536,תחנת קניון,6882 Eagle Crest Circle,27.974248,120.632896,אילת חוף הזהב הדרומי
537,תחנה מרכזית,99783 Anhalt Crossing,25.575165,111.824739,תל אביב פארק הגליל המרכזי
538,תחנת קניון,2591 Roxbury Pass,51.1672774,18.0050053,ירושלים מוזיאון השלום העתיק
539,תחנת חוף,87 Roxbury Terrace,-14.23592,-72.629868,ירושלים מוזיאון השלום העתיק
540,תחנת פארק,23 Sutherland Junction,-8.7867,121.1256,טבריה גן לאומי המעיין הירוק
541,תחנת רכבת,4130 Brentwood Crossing,37.828804,-25.146173,אשדוד פארק החורש הקהילתי
542,תחנת פארק,81 Scofield Place,-1.4391409,-46.3624686,ירושלים מוזיאון השלום העתיק
543,תחנת קניון,0 Glendale Court,55.9309486,-3.1859102,עכו טיילת הנמל החופי
544,תחנת פארק,24502 Kensington Park,24.479833,118.089425,עכו טיילת הנמל החופי
545,תחנת קניון,5 Sage Crossing,24.0527442,-74.5302159,חיפה חוף הכרמל הירוק
546,תחנת רכבת,7 Chinook Park,32.765421,-96.7413706,עכו טיילת הנמל החופי
547,תחנת חוף,890 Ohio Trail,-9.833763,124.458641,אשדוד פארק החורש הקהילתי
548,תחנת רכבת,93559 Ludington Circle,-9.5662977,124.4891278,נצרת אתר מורשת האופק העתיק
549,תחנת חוף,77571 Summer Ridge Drive,47.3845072,34.9321089,נצרת אתר מורשת האופק העתיק
550,תחנה מרכזית,202 Debra Hill,30.6792893,104.0567225,חיפה חוף הכרמל הירוק
551,תחנת חוף,11686 Lien Center,2.9405941,9.9101915,אשדוד פארק החורש הקהילתי
